sample,count,class,species,genus,method,is_full_species,prop_count,aligned_species
CROP_1208,150,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002873563,Myodes_glareolus
CROP_1209,437,Mammalia,Myodes,Myodes,eDNA,FALSE,0.005522418,Myodes_glareolus
CROP_1210,429,Mammalia,Myodes,Myodes,eDNA,FALSE,0.007338728,Myodes_glareolus
CROP_0203,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.090909091,Neogale_vison
CROP_0204,6,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.090909091,Neogale_vison
CROP_0406,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.03030303,Neogale_vison
CROP_0807,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.125,Neogale_vison
CROP_1304,4,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.4,Neogale_vison
CROP_1306,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.041666667,Neogale_vison
CROP_1307,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.02173913,Neogale_vison
CROP_1308,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.076923077,Neogale_vison
CROP_1310,1,Mammalia,Neogale_vison,Neogale,camera,TRUE,0.043478261,Neogale_vison
CROP_0102,49,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001979558,Neomys_fodiens
CROP_0106,70,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002921658,Neomys_fodiens
CROP_0108,34,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001364038,Neomys_fodiens
CROP_0206,117,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001917247,Neomys_fodiens
CROP_0213,69,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002307384,Neomys_fodiens
CROP_0301,104,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001175633,Neomys_fodiens
CROP_0310,87,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001345354,Neomys_fodiens
CROP_0401,644,Mammalia,Neomys,Neomys,eDNA,FALSE,0.009677953,Neomys_fodiens
CROP_0402,327,Mammalia,Neomys,Neomys,eDNA,FALSE,0.005608438,Neomys_fodiens
CROP_0407,495,Mammalia,Neomys,Neomys,eDNA,FALSE,0.004965144,Neomys_fodiens
CROP_0408,223,Mammalia,Neomys,Neomys,eDNA,FALSE,0.004167056,Neomys_fodiens
CROP_0409,1355,Mammalia,Neomys,Neomys,eDNA,FALSE,0.014298226,Neomys_fodiens
CROP_0410,162,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002181348,Neomys_fodiens
CROP_0505,144,Mammalia,Neomys,Neomys,eDNA,FALSE,0.004220151,Neomys_fodiens
CROP_0509,48,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001112708,Neomys_fodiens
CROP_0511,50,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001200019,Neomys_fodiens
CROP_0512,50,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001114231,Neomys_fodiens
CROP_0605,355,Mammalia,Neomys,Neomys,eDNA,FALSE,0.009846342,Neomys_fodiens
CROP_0608,290,Mammalia,Neomys,Neomys,eDNA,FALSE,0.008508141,Neomys_fodiens
CROP_0609,149,Mammalia,Neomys,Neomys,eDNA,FALSE,0.00624607,Neomys_fodiens
CROP_0707,124,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002748714,Neomys_fodiens
CROP_0802,100,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001586622,Neomys_fodiens
CROP_0806,523,Mammalia,Neomys,Neomys,eDNA,FALSE,0.008386248,Neomys_fodiens
CROP_0812,239,Mammalia,Neomys,Neomys,eDNA,FALSE,0.00407266,Neomys_fodiens
CROP_0906,184,Mammalia,Neomys,Neomys,eDNA,FALSE,0.00231703,Neomys_fodiens
CROP_1003,100,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001822456,Neomys_fodiens
CROP_1005,131,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001522318,Neomys_fodiens
CROP_1007,290,Mammalia,Neomys,Neomys,eDNA,FALSE,0.003294818,Neomys_fodiens
CROP_1008,202,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002573871,Neomys_fodiens
CROP_1009,139,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002087996,Neomys_fodiens
CROP_1010,138,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001630281,Neomys_fodiens
CROP_1106,400,Mammalia,Neomys,Neomys,eDNA,FALSE,0.004480186,Neomys_fodiens
CROP_1109,1035,Mammalia,Neomys,Neomys,eDNA,FALSE,0.014190134,Neomys_fodiens
CROP_1112,152,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002193742,Neomys_fodiens
CROP_1202,305,Mammalia,Neomys,Neomys,eDNA,FALSE,0.003749739,Neomys_fodiens
CROP_1203,160,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001550403,Neomys_fodiens
CROP_1205,172,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001445087,Neomys_fodiens
CROP_1206,249,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002057817,Neomys_fodiens
CROP_1209,270,Mammalia,Neomys,Neomys,eDNA,FALSE,0.00341202,Neomys_fodiens
CROP_1210,95,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001625126,Neomys_fodiens
CROP_1301,142,Mammalia,Neomys,Neomys,eDNA,FALSE,0.003799534,Neomys_fodiens
CROP_1302,105,Mammalia,Neomys,Neomys,eDNA,FALSE,0.001864976,Neomys_fodiens
CROP_1306,99,Mammalia,Neomys,Neomys,eDNA,FALSE,0.002845645,Neomys_fodiens
CROP_1309,196,Mammalia,Neomys,Neomys,eDNA,FALSE,0.003117395,Neomys_fodiens
CROP_0907,1,Mammalia,Neomys_fodiens,Neomys,camera,TRUE,0.006024096,Neomys_fodiens
CROP_1005,2,Mammalia,Neomys_fodiens,Neomys,camera,TRUE,0.020618557,Neomys_fodiens
CROP_0202,54,Actinopteri,Oncorhynchus,Oncorhynchus,eDNA,FALSE,0.001877086,Oncorhynchus
CROP_0214,40,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.001093613,Oryctolagus_cuniculus
CROP_0401,4599,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.069113205,Oryctolagus_cuniculus
CROP_0402,3583,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.061452706,Oryctolagus_cuniculus
CROP_0403,110,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.001351019,Oryctolagus_cuniculus
CROP_0404,14726,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.205400731,Oryctolagus_cuniculus
CROP_0405,4358,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.02773482,Oryctolagus_cuniculus
CROP_0406,6038,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.048862597,Oryctolagus_cuniculus
CROP_0407,4607,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.046210943,Oryctolagus_cuniculus
CROP_0408,4524,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.084537046,Oryctolagus_cuniculus
CROP_0409,7378,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.077854105,Oryctolagus_cuniculus
CROP_0410,207,Mammalia,Oryctolagus,Oryctolagus,eDNA,FALSE,0.002787278,Oryctolagus_cuniculus
CROP_0209,63,Aves,Parus,Parus,eDNA,FALSE,0.001056019,Parus_major
CROP_0603,164,Aves,Parus,Parus,eDNA,FALSE,0.004668242,Parus_major
CROP_0701,156,Aves,Parus,Parus,eDNA,FALSE,0.003144401,Parus_major
CROP_1201,141,Aves,Parus,Parus,eDNA,FALSE,0.001067139,Parus_major
CROP_0202,72,Aves,Perdix,Perdix,eDNA,FALSE,0.002502781,Perdix_perdix
CROP_1010,103,Aves,Perdix,Perdix,eDNA,FALSE,0.001216804,Perdix_perdix
CROP_0503,82,Aves,Phalacrocorax,Phalacrocorax,eDNA,FALSE,0.002412545,Phalacrocorax_carbo
CROP_0505,64,Aves,Phalacrocorax,Phalacrocorax,eDNA,FALSE,0.001875623,Phalacrocorax_carbo
CROP_1101,117,Aves,Phalacrocorax,Phalacrocorax,eDNA,FALSE,0.001516153,Phalacrocorax_carbo
CROP_1204,139,Aves,Phalacrocorax,Phalacrocorax,eDNA,FALSE,0.002186325,Phalacrocorax_carbo
CROP_0101,1,Aves,Phalacrocorax_carbo,Phalacrocorax,camera,TRUE,0.076923077,Phalacrocorax_carbo
CROP_0103,1,Aves,Phalacrocorax_carbo,Phalacrocorax,camera,TRUE,0.166666667,Phalacrocorax_carbo
CROP_0109,1,Aves,Phalacrocorax_carbo,Phalacrocorax,camera,TRUE,0.333333333,Phalacrocorax_carbo
CROP_0110,1,Aves,Phalacrocorax_carbo,Phalacrocorax,camera,TRUE,0.5,Phalacrocorax_carbo
CROP_0101,1604,Aves,Phasianus,Phasianus,eDNA,FALSE,0.066605764,Phasianus_colchicus
CROP_0102,1786,Aves,Phasianus,Phasianus,eDNA,FALSE,0.07215287,Phasianus_colchicus
CROP_0103,590,Aves,Phasianus,Phasianus,eDNA,FALSE,0.049738661,Phasianus_colchicus
CROP_0104,3624,Aves,Phasianus,Phasianus,eDNA,FALSE,0.135329923,Phasianus_colchicus
CROP_0105,3560,Aves,Phasianus,Phasianus,eDNA,FALSE,0.127878157,Phasianus_colchicus
CROP_0106,4509,Aves,Phasianus,Phasianus,eDNA,FALSE,0.188196502,Phasianus_colchicus
CROP_0107,5247,Aves,Phasianus,Phasianus,eDNA,FALSE,0.202290076,Phasianus_colchicus
CROP_0108,6192,Aves,Phasianus,Phasianus,eDNA,FALSE,0.248415309,Phasianus_colchicus
CROP_0109,8832,Aves,Phasianus,Phasianus,eDNA,FALSE,0.215867429,Phasianus_colchicus
CROP_0110,7858,Aves,Phasianus,Phasianus,eDNA,FALSE,0.2161285,Phasianus_colchicus
CROP_0201,9325,Aves,Phasianus,Phasianus,eDNA,FALSE,0.228845588,Phasianus_colchicus
CROP_0202,5538,Aves,Phasianus,Phasianus,eDNA,FALSE,0.192505562,Phasianus_colchicus
CROP_0203,12006,Aves,Phasianus,Phasianus,eDNA,FALSE,0.296708185,Phasianus_colchicus
CROP_0204,4240,Aves,Phasianus,Phasianus,eDNA,FALSE,0.27223114,Phasianus_colchicus
CROP_0205,14466,Aves,Phasianus,Phasianus,eDNA,FALSE,0.27593179,Phasianus_colchicus
CROP_0206,10727,Aves,Phasianus,Phasianus,eDNA,FALSE,0.175780418,Phasianus_colchicus
CROP_0207,8300,Aves,Phasianus,Phasianus,eDNA,FALSE,0.224506357,Phasianus_colchicus
CROP_0208,7069,Aves,Phasianus,Phasianus,eDNA,FALSE,0.279153339,Phasianus_colchicus
CROP_0209,14351,Aves,Phasianus,Phasianus,eDNA,FALSE,0.240554494,Phasianus_colchicus
CROP_0210,8241,Aves,Phasianus,Phasianus,eDNA,FALSE,0.209587996,Phasianus_colchicus
CROP_0211,14258,Aves,Phasianus,Phasianus,eDNA,FALSE,0.293471102,Phasianus_colchicus
CROP_0212,18203,Aves,Phasianus,Phasianus,eDNA,FALSE,0.340440255,Phasianus_colchicus
CROP_0213,10909,Aves,Phasianus,Phasianus,eDNA,FALSE,0.364800696,Phasianus_colchicus
CROP_0214,16794,Aves,Phasianus,Phasianus,eDNA,FALSE,0.459153543,Phasianus_colchicus
CROP_0301,2223,Aves,Phasianus,Phasianus,eDNA,FALSE,0.02512915,Phasianus_colchicus
CROP_0302,1940,Aves,Phasianus,Phasianus,eDNA,FALSE,0.022110782,Phasianus_colchicus
CROP_0303,203,Aves,Phasianus,Phasianus,eDNA,FALSE,0.001961068,Phasianus_colchicus
CROP_0304,1612,Aves,Phasianus,Phasianus,eDNA,FALSE,0.014316672,Phasianus_colchicus
CROP_0305,1139,Aves,Phasianus,Phasianus,eDNA,FALSE,0.011799563,Phasianus_colchicus
CROP_0306,536,Aves,Phasianus,Phasianus,eDNA,FALSE,0.009229286,Phasianus_colchicus
CROP_0307,755,Aves,Phasianus,Phasianus,eDNA,FALSE,0.012509734,Phasianus_colchicus
CROP_0308,542,Aves,Phasianus,Phasianus,eDNA,FALSE,0.009097623,Phasianus_colchicus
CROP_0309,1428,Aves,Phasianus,Phasianus,eDNA,FALSE,0.018225212,Phasianus_colchicus
CROP_0310,645,Aves,Phasianus,Phasianus,eDNA,FALSE,0.009974175,Phasianus_colchicus
CROP_0401,13733,Aves,Phasianus,Phasianus,eDNA,FALSE,0.206377831,Phasianus_colchicus
CROP_0402,9680,Aves,Phasianus,Phasianus,eDNA,FALSE,0.166023497,Phasianus_colchicus
CROP_0403,263,Aves,Phasianus,Phasianus,eDNA,FALSE,0.003230165,Phasianus_colchicus
CROP_0404,10040,Aves,Phasianus,Phasianus,eDNA,FALSE,0.140039613,Phasianus_colchicus
CROP_0405,6282,Aves,Phasianus,Phasianus,eDNA,FALSE,0.03997938,Phasianus_colchicus
CROP_0406,2450,Aves,Phasianus,Phasianus,eDNA,FALSE,0.019826658,Phasianus_colchicus
CROP_0407,5281,Aves,Phasianus,Phasianus,eDNA,FALSE,0.052971563,Phasianus_colchicus
CROP_0408,1601,Aves,Phasianus,Phasianus,eDNA,FALSE,0.029916846,Phasianus_colchicus
CROP_0409,2314,Aves,Phasianus,Phasianus,eDNA,FALSE,0.024417783,Phasianus_colchicus
CROP_0410,685,Aves,Phasianus,Phasianus,eDNA,FALSE,0.009223602,Phasianus_colchicus
CROP_0501,1700,Aves,Phasianus,Phasianus,eDNA,FALSE,0.053276505,Phasianus_colchicus
CROP_0502,3403,Aves,Phasianus,Phasianus,eDNA,FALSE,0.110476252,Phasianus_colchicus
CROP_0503,83,Aves,Phasianus,Phasianus,eDNA,FALSE,0.002441967,Phasianus_colchicus
CROP_0504,333,Aves,Phasianus,Phasianus,eDNA,FALSE,0.012871555,Phasianus_colchicus
CROP_0505,785,Aves,Phasianus,Phasianus,eDNA,FALSE,0.023005685,Phasianus_colchicus
CROP_0506,39,Aves,Phasianus,Phasianus,eDNA,FALSE,0.001446427,Phasianus_colchicus
CROP_0507,86,Aves,Phasianus,Phasianus,eDNA,FALSE,0.002215296,Phasianus_colchicus
CROP_0509,111,Aves,Phasianus,Phasianus,eDNA,FALSE,0.002573137,Phasianus_colchicus
CROP_0510,143,Aves,Phasianus,Phasianus,eDNA,FALSE,0.003263722,Phasianus_colchicus
CROP_0512,914,Aves,Phasianus,Phasianus,eDNA,FALSE,0.020368142,Phasianus_colchicus
CROP_0514,302,Aves,Phasianus,Phasianus,eDNA,FALSE,0.009666475,Phasianus_colchicus
CROP_0601,374,Aves,Phasianus,Phasianus,eDNA,FALSE,0.013894565,Phasianus_colchicus
CROP_0602,1769,Aves,Phasianus,Phasianus,eDNA,FALSE,0.045939699,Phasianus_colchicus
CROP_0603,285,Aves,Phasianus,Phasianus,eDNA,FALSE,0.008112493,Phasianus_colchicus
CROP_0604,331,Aves,Phasianus,Phasianus,eDNA,FALSE,0.011211218,Phasianus_colchicus
CROP_0606,326,Aves,Phasianus,Phasianus,eDNA,FALSE,0.011591111,Phasianus_colchicus
CROP_0608,419,Aves,Phasianus,Phasianus,eDNA,FALSE,0.012292797,Phasianus_colchicus
CROP_0609,100,Aves,Phasianus,Phasianus,eDNA,FALSE,0.004191993,Phasianus_colchicus
CROP_0610,57,Aves,Phasianus,Phasianus,eDNA,FALSE,0.00184753,Phasianus_colchicus
CROP_0701,22033,Aves,Phasianus,Phasianus,eDNA,FALSE,0.444106265,Phasianus_colchicus
CROP_0702,19006,Aves,Phasianus,Phasianus,eDNA,FALSE,0.435238619,Phasianus_colchicus
CROP_0703,833,Aves,Phasianus,Phasianus,eDNA,FALSE,0.028348761,Phasianus_colchicus
CROP_0704,13252,Aves,Phasianus,Phasianus,eDNA,FALSE,0.377420825,Phasianus_colchicus
CROP_0705,21920,Aves,Phasianus,Phasianus,eDNA,FALSE,0.253827092,Phasianus_colchicus
CROP_0706,18783,Aves,Phasianus,Phasianus,eDNA,FALSE,0.442869942,Phasianus_colchicus
CROP_0707,24736,Aves,Phasianus,Phasianus,eDNA,FALSE,0.548324171,Phasianus_colchicus
CROP_0708,18217,Aves,Phasianus,Phasianus,eDNA,FALSE,0.505283888,Phasianus_colchicus
CROP_0709,20818,Aves,Phasianus,Phasianus,eDNA,FALSE,0.360878534,Phasianus_colchicus
CROP_0710,6406,Aves,Phasianus,Phasianus,eDNA,FALSE,0.168295502,Phasianus_colchicus
CROP_0801,2391,Aves,Phasianus,Phasianus,eDNA,FALSE,0.040358517,Phasianus_colchicus
CROP_0802,5067,Aves,Phasianus,Phasianus,eDNA,FALSE,0.080394117,Phasianus_colchicus
CROP_0803,2699,Aves,Phasianus,Phasianus,eDNA,FALSE,0.043627958,Phasianus_colchicus
CROP_0804,731,Aves,Phasianus,Phasianus,eDNA,FALSE,0.018735903,Phasianus_colchicus
CROP_0805,936,Aves,Phasianus,Phasianus,eDNA,FALSE,0.014271121,Phasianus_colchicus
CROP_0812,296,Aves,Phasianus,Phasianus,eDNA,FALSE,0.005043964,Phasianus_colchicus
CROP_0901,12447,Aves,Phasianus,Phasianus,eDNA,FALSE,0.103015055,Phasianus_colchicus
CROP_0902,32158,Aves,Phasianus,Phasianus,eDNA,FALSE,0.356530705,Phasianus_colchicus
CROP_0903,488,Aves,Phasianus,Phasianus,eDNA,FALSE,0.007044693,Phasianus_colchicus
CROP_0904,5719,Aves,Phasianus,Phasianus,eDNA,FALSE,0.064354597,Phasianus_colchicus
CROP_0905,5027,Aves,Phasianus,Phasianus,eDNA,FALSE,0.053733673,Phasianus_colchicus
CROP_0906,5657,Aves,Phasianus,Phasianus,eDNA,FALSE,0.071236085,Phasianus_colchicus
CROP_0907,4277,Aves,Phasianus,Phasianus,eDNA,FALSE,0.044214487,Phasianus_colchicus
CROP_0908,2472,Aves,Phasianus,Phasianus,eDNA,FALSE,0.037784877,Phasianus_colchicus
CROP_0909,2384,Aves,Phasianus,Phasianus,eDNA,FALSE,0.037641709,Phasianus_colchicus
CROP_0910,2775,Aves,Phasianus,Phasianus,eDNA,FALSE,0.04419212,Phasianus_colchicus
CROP_1001,16243,Aves,Phasianus,Phasianus,eDNA,FALSE,0.175732987,Phasianus_colchicus
CROP_1002,29364,Aves,Phasianus,Phasianus,eDNA,FALSE,0.329799182,Phasianus_colchicus
CROP_1003,3963,Aves,Phasianus,Phasianus,eDNA,FALSE,0.072223943,Phasianus_colchicus
CROP_1004,4994,Aves,Phasianus,Phasianus,eDNA,FALSE,0.064541977,Phasianus_colchicus
CROP_1005,7617,Aves,Phasianus,Phasianus,eDNA,FALSE,0.088515217,Phasianus_colchicus
CROP_1006,8345,Aves,Phasianus,Phasianus,eDNA,FALSE,0.086559207,Phasianus_colchicus
CROP_1007,4594,Aves,Phasianus,Phasianus,eDNA,FALSE,0.052194462,Phasianus_colchicus
CROP_1008,3916,Aves,Phasianus,Phasianus,eDNA,FALSE,0.049897427,Phasianus_colchicus
CROP_1009,3330,Aves,Phasianus,Phasianus,eDNA,FALSE,0.050021781,Phasianus_colchicus
CROP_1010,3310,Aves,Phasianus,Phasianus,eDNA,FALSE,0.039103109,Phasianus_colchicus
CROP_1101,9123,Aves,Phasianus,Phasianus,eDNA,FALSE,0.118221047,Phasianus_colchicus
CROP_1102,6151,Aves,Phasianus,Phasianus,eDNA,FALSE,0.175327081,Phasianus_colchicus
CROP_1103,2116,Aves,Phasianus,Phasianus,eDNA,FALSE,0.027988678,Phasianus_colchicus
CROP_1104,11173,Aves,Phasianus,Phasianus,eDNA,FALSE,0.123424468,Phasianus_colchicus
CROP_1105,2754,Aves,Phasianus,Phasianus,eDNA,FALSE,0.063221689,Phasianus_colchicus
CROP_1106,7825,Aves,Phasianus,Phasianus,eDNA,FALSE,0.087643646,Phasianus_colchicus
CROP_1107,6828,Aves,Phasianus,Phasianus,eDNA,FALSE,0.07165946,Phasianus_colchicus
CROP_1108,8795,Aves,Phasianus,Phasianus,eDNA,FALSE,0.089899011,Phasianus_colchicus
CROP_1109,6426,Aves,Phasianus,Phasianus,eDNA,FALSE,0.088102224,Phasianus_colchicus
CROP_1110,4056,Aves,Phasianus,Phasianus,eDNA,FALSE,0.055715816,Phasianus_colchicus
CROP_1111,5617,Aves,Phasianus,Phasianus,eDNA,FALSE,0.051545824,Phasianus_colchicus
CROP_1112,2064,Aves,Phasianus,Phasianus,eDNA,FALSE,0.029788708,Phasianus_colchicus
CROP_1113,3957,Aves,Phasianus,Phasianus,eDNA,FALSE,0.048087206,Phasianus_colchicus
CROP_1114,21899,Aves,Phasianus,Phasianus,eDNA,FALSE,0.18081909,Phasianus_colchicus
CROP_1201,77836,Aves,Phasianus,Phasianus,eDNA,FALSE,0.589090964,Phasianus_colchicus
CROP_1202,20891,Aves,Phasianus,Phasianus,eDNA,FALSE,0.256838663,Phasianus_colchicus
CROP_1203,6292,Aves,Phasianus,Phasianus,eDNA,FALSE,0.060969583,Phasianus_colchicus
CROP_1204,7318,Aves,Phasianus,Phasianus,eDNA,FALSE,0.115104519,Phasianus_colchicus
CROP_1205,14081,Aves,Phasianus,Phasianus,eDNA,FALSE,0.118303871,Phasianus_colchicus
CROP_1206,19819,Aves,Phasianus,Phasianus,eDNA,FALSE,0.163790681,Phasianus_colchicus
CROP_1207,4144,Aves,Phasianus,Phasianus,eDNA,FALSE,0.079259429,Phasianus_colchicus
CROP_1208,5518,Aves,Phasianus,Phasianus,eDNA,FALSE,0.105708812,Phasianus_colchicus
CROP_1209,7257,Aves,Phasianus,Phasianus,eDNA,FALSE,0.091707527,Phasianus_colchicus
CROP_1210,5213,Aves,Phasianus,Phasianus,eDNA,FALSE,0.08917666,Phasianus_colchicus
CROP_1301,4674,Aves,Phasianus,Phasianus,eDNA,FALSE,0.125063549,Phasianus_colchicus
CROP_1302,15561,Aves,Phasianus,Phasianus,eDNA,FALSE,0.276389407,Phasianus_colchicus
CROP_1304,9573,Aves,Phasianus,Phasianus,eDNA,FALSE,0.150464455,Phasianus_colchicus
CROP_1305,7142,Aves,Phasianus,Phasianus,eDNA,FALSE,0.072198298,Phasianus_colchicus
CROP_1306,957,Aves,Phasianus,Phasianus,eDNA,FALSE,0.027507905,Phasianus_colchicus
CROP_1307,563,Aves,Phasianus,Phasianus,eDNA,FALSE,0.004739257,Phasianus_colchicus
CROP_1308,119,Aves,Phasianus,Phasianus,eDNA,FALSE,0.003521023,Phasianus_colchicus
CROP_1310,503,Aves,Phasianus,Phasianus,eDNA,FALSE,0.011124627,Phasianus_colchicus
CROP_0208,1,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.1,Phasianus_colchicus
CROP_0301,1,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.010869565,Phasianus_colchicus
CROP_0303,13,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.04887218,Phasianus_colchicus
CROP_0308,3,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.5,Phasianus_colchicus
CROP_0310,2,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.057142857,Phasianus_colchicus
CROP_0403,2,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.019607843,Phasianus_colchicus
CROP_1010,5,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.098039216,Phasianus_colchicus
CROP_1109,1,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.058823529,Phasianus_colchicus
CROP_1110,1,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.071428571,Phasianus_colchicus
CROP_1210,2,Aves,Phasianus_colchicus,Phasianus,camera,TRUE,0.2,Phasianus_colchicus
CROP_0401,228,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.003426356,Phylloscopus
CROP_0410,87,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.001171465,Phylloscopus
CROP_0604,435,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.014733776,Phylloscopus
CROP_0607,305,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.00811926,Phylloscopus
CROP_0703,176,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.005989654,Phylloscopus
CROP_0802,218,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.003458835,Phylloscopus
CROP_0813,336,Aves,Phylloscopus,Phylloscopus,eDNA,FALSE,0.003381915,Phylloscopus
CROP_0514,48,Aves,Pica,Pica,eDNA,FALSE,0.001536393,Pica_pica
CROP_0801,97,Mammalia,Pipistrellus,Pipistrellus,eDNA,FALSE,0.001637297,Pipistrellus
CROP_0803,116,Mammalia,Pipistrellus,Pipistrellus,eDNA,FALSE,0.001875081,Pipistrellus
CROP_0805,209,Mammalia,Pipistrellus,Pipistrellus,eDNA,FALSE,0.003186607,Pipistrellus
CROP_1307,138,Mammalia,Pipistrellus,Pipistrellus,eDNA,FALSE,0.001161665,Pipistrellus
CROP_0610,76,Mammalia,Plecotus,Plecotus,eDNA,FALSE,0.002463374,Plecotus_austriacus
CROP_0509,88,Aves,Plectrophenax,Plectrophenax,eDNA,FALSE,0.002039965,Plectrophenax_nivalis
CROP_0606,81,Aves,Plectrophenax,Plectrophenax,eDNA,FALSE,0.00288,Plectrophenax_nivalis
CROP_0610,52,Aves,Plectrophenax,Plectrophenax,eDNA,FALSE,0.001685466,Plectrophenax_nivalis
CROP_0101,332,Amphibia,Rana,Rana,eDNA,FALSE,0.01378623,Rana_temporaria
CROP_0102,492,Amphibia,Rana,Rana,eDNA,FALSE,0.019876379,Rana_temporaria
CROP_0103,84,Amphibia,Rana,Rana,eDNA,FALSE,0.007081437,Rana_temporaria
CROP_0104,920,Amphibia,Rana,Rana,eDNA,FALSE,0.034355278,Rana_temporaria
CROP_0105,1995,Amphibia,Rana,Rana,eDNA,FALSE,0.071662057,Rana_temporaria
CROP_0106,1476,Amphibia,Rana,Rana,eDNA,FALSE,0.061605242,Rana_temporaria
CROP_0107,813,Amphibia,Rana,Rana,eDNA,FALSE,0.031343974,Rana_temporaria
CROP_0108,287,Amphibia,Rana,Rana,eDNA,FALSE,0.011514082,Rana_temporaria
CROP_0109,663,Amphibia,Rana,Rana,eDNA,FALSE,0.016204722,Rana_temporaria
CROP_0110,123,Amphibia,Rana,Rana,eDNA,FALSE,0.003383024,Rana_temporaria
CROP_0201,432,Amphibia,Rana,Rana,eDNA,FALSE,0.010601747,Rana_temporaria
CROP_0203,1117,Amphibia,Rana,Rana,eDNA,FALSE,0.027604784,Rana_temporaria
CROP_0204,202,Amphibia,Rana,Rana,eDNA,FALSE,0.012969502,Rana_temporaria
CROP_0206,483,Amphibia,Rana,Rana,eDNA,FALSE,0.007914789,Rana_temporaria
CROP_0207,403,Amphibia,Rana,Rana,eDNA,FALSE,0.01090073,Rana_temporaria
CROP_0208,96,Amphibia,Rana,Rana,eDNA,FALSE,0.00379102,Rana_temporaria
CROP_0209,489,Amphibia,Rana,Rana,eDNA,FALSE,0.008196721,Rana_temporaria
CROP_0210,535,Amphibia,Rana,Rana,eDNA,FALSE,0.013606307,Rana_temporaria
CROP_0211,860,Amphibia,Rana,Rana,eDNA,FALSE,0.017701301,Rana_temporaria
CROP_0212,946,Amphibia,Rana,Rana,eDNA,FALSE,0.017692495,Rana_temporaria
CROP_0213,852,Amphibia,Rana,Rana,eDNA,FALSE,0.028491172,Rana_temporaria
CROP_0214,1413,Amphibia,Rana,Rana,eDNA,FALSE,0.03863189,Rana_temporaria
CROP_0301,35580,Amphibia,Rana,Rana,eDNA,FALSE,0.402202051,Rana_temporaria
CROP_0302,31201,Amphibia,Rana,Rana,eDNA,FALSE,0.355607477,Rana_temporaria
CROP_0303,42694,Amphibia,Rana,Rana,eDNA,FALSE,0.412442641,Rana_temporaria
